time,vehicle,x,y,heading,speed
0.0,opship,0.0,0.0,90.0,5.0
5.0,opship,6.063390625908324,24.253562503633297,14.036243467926479,5.0
10.0,opship,12.126781251816649,48.507125007266595,14.036243467926479,5.0
15.0,opship,18.19017187772497,72.76068751089988,14.036243467926479,5.0
20.0,opship,24.253562503633297,97.01425001453319,14.036243467926479,5.0
25.0,opship,30.316953129541623,121.2678125181665,14.036243467926479,5.0
30.0,opship,36.38034375544995,145.5213750217998,14.036243467926479,5.0
35.0,opship,42.443734381358276,169.7749375254331,14.036243467926479,5.0
40.0,opship,48.5071250072666,194.0285000290664,14.036243467926479,5.0
45.0,opship,54.57051563317493,218.2820625326997,14.036243467926479,5.0
50.0,opship,60.633906259083254,242.53562503633302,14.036243467926479,5.0
55.0,opship,66.69729688499157,266.7891875399663,14.036243467926479,5.0
60.0,opship,72.7606875108999,291.0427500435996,14.036243467926479,5.0
65.0,opship,78.82407813680823,315.2963125472329,14.036243467926479,5.0
70.0,opship,84.88746876271655,339.5498750508662,14.036243467926479,5.0
75.0,opship,90.95085938862488,363.8034375544995,14.036243467926479,5.0
80.0,opship,97.0142500145332,388.0570000581328,14.036243467926479,5.0
85.0,opship,103.07764064044153,412.3105625617661,14.036243467926479,5.0
90.0,opship,109.14103126634986,436.5641250653994,14.036243467926479,5.0
95.0,opship,115.20442189225818,460.8176875690327,14.036243467926479,5.0
100.0,opship,121.26781251816651,485.07125007266603,14.036243467926479,5.0
105.0,opship,127.33120314407483,509.32481257629934,14.036243467926479,5.0
110.0,opship,133.39459376998315,533.5783750799326,14.036243467926479,5.0
115.0,opship,139.45798439589146,557.8319375835658,14.036243467926479,5.0
120.0,opship,145.52137502179977,582.0855000871991,14.036243467926479,5.0
125.0,opship,151.58476564770808,606.3390625908323,14.036243467926479,5.0
130.0,opship,157.6481562736164,630.5926250944656,14.036243467926479,5.0
135.0,opship,163.7115468995247,654.8461875980988,14.036243467926479,5.0
140.0,opship,169.77493752543302,679.0997501017321,14.036243467926479,5.0
145.0,opship,175.83832815134133,703.3533126053653,14.036243467926479,5.0
150.0,opship,181.90171877724964,727.6068751089986,14.036243467926479,5.0
155.0,opship,187.96510940315795,751.8604376126318,14.036243467926479,5.0
160.0,opship,194.02850002906627,776.1140001162651,14.036243467926479,5.0
165.0,opship,218.73829731889833,779.9121467557997,81.26145018613485,5.0
170.0,opship,243.4480946087304,783.7102933953342,81.26145018613485,5.0
175.0,opship,268.15789189856247,787.5084400348688,81.26145018613485,5.0
180.0,opship,292.86768918839454,791.3065866744034,81.26145018613485,5.0
185.0,opship,317.5774864782266,795.104733313938,81.26145018613485,5.0
190.0,opship,342.28728376805867,798.9028799534726,81.26145018613487,5.0
195.0,opship,366.99708105789074,802.7010265930072,81.26145018613487,5.0
200.0,opship,391.7068783477228,806.4991732325418,81.26145018613487,5.0
205.0,opship,416.4166756375549,810.2973198720764,81.26145018613487,5.0
210.0,opship,441.12647292738694,814.095466511611,81.26145018613487,5.0
215.0,opship,465.836270217219,817.8936131511456,81.26145018613487,5.0
220.0,opship,490.5460675070511,821.6917597906802,81.26145018613487,5.0
225.0,opship,515.2558647968831,825.4899064302148,81.26145018613487,5.0
230.0,opship,539.9656620867152,829.2880530697494,81.26145018613487,5.0
235.0,opship,564.6754593765472,833.086199709284,81.26145018613488,5.0
240.0,opship,589.3852566663793,836.8843463488186,81.26145018613488,5.0
245.0,opship,614.0950539562114,840.6824929883531,81.26145018613488,5.0
250.0,opship,638.8048512460434,844.4806396278877,81.26145018613488,5.0
255.0,opship,663.5146485358755,848.2787862674223,81.26145018613488,5.0
260.0,opship,688.2244458257076,852.0769329069569,81.2614501861349,5.0
265.0,opship,712.9342431155396,855.8750795464915,81.2614501861349,5.0
270.0,opship,737.6440404053717,859.6732261860261,81.26145018613491,5.0
275.0,opship,762.3538376952038,863.4713728255607,81.26145018613491,5.0
280.0,opship,787.0636349850358,867.2695194650953,81.26145018613492,5.0
285.0,opship,811.7734322748679,871.0676661046299,81.26145018613492,5.0
290.0,opship,836.4832295647,874.8658127441645,81.26145018613494,5.0
295.0,opship,861.193026854532,878.6639593836991,81.26145018613495,5.0
300.0,opship,885.9028241443641,882.4621060232336,81.26145018613497,5.0
305.0,opship,910.6126214341962,886.2602526627682,81.26145018613495,5.0
310.0,opship,935.3224187240282,890.0583993023026,81.26145018613497,5.0
315.0,opship,960.0322160138603,893.8565459418372,81.26145018613494,5.0
320.0,opship,984.7420133036924,897.6546925813717,81.26145018613498,5.0
325.0,opship,1006.0805610040084,884.6290877185893,121.4009775445331,5.0
330.0,opship,1027.4191087043243,871.6034828558069,121.40097754453312,5.0
335.0,opship,1048.7576564046403,858.5778779930245,121.40097754453312,5.0
340.0,opship,1070.0962041049563,845.552273130242,121.40097754453312,5.0
345.0,opship,1091.4347518052723,832.5266682674596,121.40097754453312,5.0
350.0,opship,1112.7732995055883,819.5010634046772,121.40097754453312,5.0
355.0,opship,1134.1118472059043,806.4754585418948,121.40097754453312,5.0
360.0,opship,1155.4503949062203,793.4498536791124,121.40097754453315,5.0
365.0,opship,1176.7889426065362,780.42424881633,121.40097754453315,5.0
370.0,opship,1198.1274903068522,767.3986439535475,121.40097754453315,5.0
375.0,opship,1219.4660380071682,754.3730390907651,121.40097754453315,5.0
380.0,opship,1240.8045857074842,741.3474342279826,121.40097754453318,5.0
385.0,opship,1262.1431334078002,728.3218293652001,121.40097754453318,5.0
390.0,opship,1283.4816811081162,715.2962245024175,121.40097754453318,5.0
395.0,opship,1304.8202288084321,702.270619639635,121.40097754453318,5.0
400.0,opship,1326.1587765087481,689.2450147768525,121.40097754453318,5.0
405.0,opship,1347.4973242090641,676.21940991407,121.40097754453318,5.0
410.0,opship,1368.83587190938,663.1938050512874,121.40097754453318,5.0
415.0,opship,1390.174419609696,650.168200188505,121.40097754453315,5.0
420.0,opship,1411.512967310012,637.1425953257225,121.40097754453318,5.0
425.0,opship,1432.851515010328,624.11699046294,121.40097754453318,5.0
430.0,opship,1454.190062710644,611.0913856001574,121.40097754453318,5.0
435.0,opship,1475.52861041096,598.0657807373749,121.40097754453318,5.0
440.0,opship,1496.867158111276,585.0401758745924,121.40097754453318,5.0
445.0,opship,1518.205705811592,572.0145710118098,121.40097754453318,5.0
450.0,opship,1539.544253511908,558.9889661490273,121.40097754453318,5.0
455.0,opship,1560.882801212224,545.9633612862448,121.40097754453318,5.0
460.0,opship,1582.22134891254,532.9377564234622,121.40097754453318,5.0
465.0,opship,1603.559896612856,519.9121515606798,121.40097754453315,5.0
470.0,opship,1624.898444313172,506.88654669789736,121.40097754453318,5.0
475.0,opship,1646.236992013488,493.8609418351149,121.4009775445332,5.0
480.0,opship,1667.575539713804,480.8353369723324,121.40097754453322,5.0
485.0,opship,1688.9140874141199,467.80973210954994,121.40097754453322,5.0
490.0,opship,1710.2526351144359,454.7841272467674,121.40097754453328,5.0
495.0,opship,1731.5911828147518,441.7585223839849,121.40097754453328,5.0
500.0,opship,1752.9297305150678,428.73291752120235,121.40097754453333,5.0
505.0,opship,1774.2682782153836,415.7073126584198,121.40097754453338,5.0
510.0,opship,1795.6068259156996,402.6817077956373,121.40097754453333,5.0
515.0,opship,1806.9221439822325,380.3890278972224,153.0885625045503,5.0
520.0,opship,1818.2374620487653,358.09634799880746,153.0885625045503,5.0
525.0,opship,1829.5527801152982,335.80366810039254,153.0885625045503,5.0
530.0,opship,1840.868098181831,313.5109882019776,153.0885625045503,5.0
535.0,opship,1852.183416248364,291.2183083035627,153.0885625045503,5.0
540.0,opship,1863.4987343148969,268.9256284051478,153.08856250455028,5.0
545.0,opship,1874.8140523814297,246.63294850673287,153.08856250455028,5.0
550.0,opship,1886.1293704479626,224.34026860831796,153.08856250455025,5.0
555.0,opship,1897.4446885144955,202.04758870990304,153.08856250455025,5.0
560.0,opship,1908.7600065810284,179.75490881148812,153.08856250455023,5.0
565.0,opship,1920.0753246475613,157.4622289130732,153.08856250455023,5.0
570.0,opship,1931.3906427140942,135.1695490146583,153.0885625045502,5.0
575.0,opship,1942.705960780627,112.87686911624338,153.08856250455014,5.0
580.0,opship,1954.0212788471601,90.58418921782848,153.0885625045501,5.0
585.0,opship,1965.336596913693,68.29150931941356,153.08856250455017,5.0
590.0,opship,1976.6519149802261,45.99882942099866,153.0885625045501,5.0
595.0,opship,1987.967233046759,23.70614952258375,153.08856250455017,5.0
600.0,opship,1999.2825511132921,1.4134696241688793,153.08856250454997,5.0
0,ts1,500,300,270,2.0
10,ts1,480,300,270,2.0
20,ts1,460,300,270,2.0
30,ts1,440,300,270,2.0
40,ts1,420,300,270,2.0
50,ts1,400,300,270,2.0
60,ts1,380,300,270,2.0
70,ts1,360,300,270,2.0
80,ts1,340,300,270,2.0
90,ts1,320,300,270,2.0
100,ts1,300,300,270,2.0
110,ts1,280,300,270,2.0
120,ts1,260,300,270,2.0
130,ts1,240,300,270,2.0
140,ts1,220,300,270,2.0
150,ts1,200,300,270,2.0
160,ts1,180,300,270,2.0
170,ts1,160,300,270,2.0
180,ts1,140,300,270,2.0
190,ts1,120,300,270,2.0
200,ts1,100,300,270,2.0
210,ts1,80,300,270,2.0
220,ts1,60,300,270,2.0
230,ts1,40,300,270,2.0
240,ts1,20,300,270,2.0
250,ts1,0,300,270,2.0
260,ts1,-20,300,270,2.0
270,ts1,-40,300,270,2.0
280,ts1,-60,300,270,2.0
290,ts1,-80,300,270,2.0
300,ts1,-100,300,270,2.0
310,ts1,-120,300,270,2.0
320,ts1,-140,300,270,2.0
330,ts1,-160,300,270,2.0
340,ts1,-180,300,270,2.0
350,ts1,-200,300,270,2.0
360,ts1,-220,300,270,2.0
370,ts1,-240,300,270,2.0
380,ts1,-260,300,270,2.0
390,ts1,-280,300,270,2.0
400,ts1,-300,300,270,2.0
410,ts1,-320,300,270,2.0
420,ts1,-340,300,270,2.0
430,ts1,-360,300,270,2.0
440,ts1,-380,300,270,2.0
450,ts1,-400,300,270,2.0
460,ts1,-420,300,270,2.0
470,ts1,-440,300,270,2.0
480,ts1,-460,300,270,2.0
490,ts1,-480,300,270,2.0
500,ts1,-500,300,270,2.0
510,ts1,-520,300,270,2.0
520,ts1,-540,300,270,2.0
530,ts1,-560,300,270,2.0
540,ts1,-580,300,270,2.0
550,ts1,-600,300,270,2.0
560,ts1,-620,300,270,2.0
570,ts1,-640,300,270,2.0
580,ts1,-660,300,270,2.0
590,ts1,-680,300,270,2.0
600,ts1,-700,300,270,2.0
